January 2, 2012; New York Times; 1374 words; Campaigns/Elections/Politics
February 21, 2012; Fox News Hannity; 757 word equivalents; Campaigns/Elections/Politics
February 21, 2012; Fox News Hannity; 287 word equivalents; Campaigns/Elections/Politics
February 21, 2012; Fox News Hannity; 247 word equivalents; Campaigns/Elections/Politics
February 23, 2012; Fox News Hannity; 217 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Hannity; 112 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Hannity; 195 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Hannity; 260 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Hannity; 235 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Hannity; 132 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Hannity; 219 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Hannity; 82 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Hannity; 185 word equivalents; Campaigns/Elections/Politics
March 14, 2012; Fox News Hannity; 37 word equivalents; Campaigns/Elections/Politics
March 20, 2012; Fox News Hannity; 187 word equivalents; Campaigns/Elections/Politics
March 20, 2012; Fox News Hannity; 1712 word equivalents; Campaigns/Elections/Politics
March 28, 2012; Fox News Hannity; 1000 word equivalents; Campaigns/Elections/Politics
March 30, 2012; Fox News Hannity; 185 word equivalents; Campaigns/Elections/Politics
March 30, 2012; Fox News Hannity; 237 word equivalents; Campaigns/Elections/Politics
March 30, 2012; Fox News Hannity; 145 word equivalents; Campaigns/Elections/Politics
March 30, 2012; Fox News Hannity; 490 word equivalents; Government Agencies/Legislatures
March 30, 2012; Fox News Hannity; 447 word equivalents; Campaigns/Elections/Politics
March 30, 2012; Fox News Hannity; 155 word equivalents; Campaigns/Elections/Politics
April 3, 2012; Fox News Hannity; 210 word equivalents; Campaigns/Elections/Politics
April 3, 2012; Fox News Hannity; 132 word equivalents; Campaigns/Elections/Politics
April 3, 2012; Fox News Hannity; 787 word equivalents; Campaigns/Elections/Politics
April 3, 2012; Fox News Hannity; 137 word equivalents; Campaigns/Elections/Politics
April 5, 2012; Fox News Hannity; 190 word equivalents; U.S. Foreign Affairs
April 9, 2012; Fox News Hannity; 105 word equivalents; Campaigns/Elections/Politics
April 13, 2012; Fox News Hannity; 112 word equivalents; Campaigns/Elections/Politics
April 17, 2012; Fox News Hannity; 385 word equivalents; Campaigns/Elections/Politics
April 19, 2012; Fox News Hannity; 210 word equivalents; Campaigns/Elections/Politics
April 23, 2012; Fox News Hannity; 157 word equivalents; Campaigns/Elections/Politics
April 23, 2012; Fox News Hannity; 240 word equivalents; Campaigns/Elections/Politics
April 23, 2012; Fox News Hannity; 400 word equivalents; Campaigns/Elections/Politics
April 23, 2012; Fox News Hannity; 325 word equivalents; Campaigns/Elections/Politics
April 25, 2012; Fox News Hannity; 1132 word equivalents; Campaigns/Elections/Politics
April 25, 2012; Fox News Hannity; 262 word equivalents; Campaigns/Elections/Politics
April 25, 2012; Fox News Hannity; 395 word equivalents; Campaigns/Elections/Politics
April 25, 2012; Fox News Hannity; 767 word equivalents; Campaigns/Elections/Politics
April 27, 2012; Fox News Hannity; 977 word equivalents; Campaigns/Elections/Politics
April 27, 2012; Fox News Hannity; 277 word equivalents; Campaigns/Elections/Politics
May 11, 2012; Fox News Hannity; 790 word equivalents; Campaigns/Elections/Politics
May 11, 2012; Fox News Hannity; 335 word equivalents; Campaigns/Elections/Politics
May 15, 2012; Fox News Hannity; 430 word equivalents; Campaigns/Elections/Politics
May 17, 2012; Fox News Hannity; 272 word equivalents; Campaigns/Elections/Politics
May 17, 2012; Fox News Hannity; 902 word equivalents; Campaigns/Elections/Politics
May 23, 2012; Fox News Hannity; 637 word equivalents; Campaigns/Elections/Politics
May 25, 2012; Fox News Hannity; 1165 word equivalents; Campaigns/Elections/Politics
May 29, 2012; Fox News Hannity; 40 word equivalents; Campaigns/Elections/Politics
May 31, 2012; Fox News Hannity; 930 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News Special Report with Bret Baier; 437 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News Special Report with Bret Baier; 360 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News Special Report with Bret Baier; 152 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News Special Report with Bret Baier; 180 word equivalents; Campaigns/Elections/Politics
January 13, 2012; Fox News Special Report with Bret Baier; 390 word equivalents; Campaigns/Elections/Politics
January 17, 2012; Fox News Special Report with Bret Baier; 402 word equivalents; Campaigns/Elections/Politics
January 23, 2012; Fox News Special Report with Bret Baier; 432 word equivalents; Campaigns/Elections/Politics
January 23, 2012; Fox News Special Report with Bret Baier; 355 word equivalents; Campaigns/Elections/Politics
January 25, 2012; Fox News Special Report with Bret Baier; 407 word equivalents; Campaigns/Elections/Politics
January 27, 2012; Fox News Special Report with Bret Baier; 415 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News Special Report with Bret Baier; 502 word equivalents; Campaigns/Elections/Politics
February 2, 2012; Fox News Special Report with Bret Baier; 467 word equivalents; Campaigns/Elections/Politics
February 6, 2012; Fox News Special Report with Bret Baier; 417 word equivalents; Campaigns/Elections/Politics
February 10, 2012; Fox News Special Report with Bret Baier; 460 word equivalents; Campaigns/Elections/Politics
February 14, 2012; Fox News Special Report with Bret Baier; 497 word equivalents; Campaigns/Elections/Politics
February 16, 2012; Fox News Special Report with Bret Baier; 595 word equivalents; Campaigns/Elections/Politics
February 16, 2012; Fox News Special Report with Bret Baier; 109 word equivalents; Lifestyle
February 20, 2012; Fox News Special Report with Bret Baier; 430 word equivalents; Campaigns/Elections/Politics
February 24, 2012; Fox News Special Report with Bret Baier; 387 word equivalents; Campaigns/Elections/Politics
February 28, 2012; Fox News Special Report with Bret Baier; 360 word equivalents; Campaigns/Elections/Politics
February 28, 2012; Fox News Special Report with Bret Baier; 465 word equivalents; Campaigns/Elections/Politics
March 1, 2012; Fox News Special Report with Bret Baier; 427 word equivalents; Campaigns/Elections/Politics
March 5, 2012; Fox News Special Report with Bret Baier; 420 word equivalents; Campaigns/Elections/Politics
March 5, 2012; Fox News Special Report with Bret Baier; 102 word equivalents; Campaigns/Elections/Politics
March 5, 2012; Fox News Special Report with Bret Baier; 357 word equivalents; Campaigns/Elections/Politics
March 7, 2012; Fox News Special Report with Bret Baier; 402 word equivalents; Campaigns/Elections/Politics
March 19, 2012; Fox News Special Report with Bret Baier; 515 word equivalents; Campaigns/Elections/Politics
March 21, 2012; Fox News Special Report with Bret Baier; 457 word equivalents; Campaigns/Elections/Politics
March 21, 2012; Fox News Special Report with Bret Baier; 327 word equivalents; Campaigns/Elections/Politics
March 23, 2012; Fox News Special Report with Bret Baier; 432 word equivalents; Campaigns/Elections/Politics
March 27, 2012; Fox News Special Report with Bret Baier; 277 word equivalents; Campaigns/Elections/Politics
March 29, 2012; Fox News Special Report with Bret Baier; 187 word equivalents; Campaigns/Elections/Politics
March 29, 2012; Fox News Special Report with Bret Baier; 362 word equivalents; Campaigns/Elections/Politics
April 2, 2012; Fox News Special Report with Bret Baier; 362 word equivalents; Campaigns/Elections/Politics
April 4, 2012; Fox News Special Report with Bret Baier; 395 word equivalents; Campaigns/Elections/Politics
April 6, 2012; Fox News Special Report with Bret Baier; 407 word equivalents; Campaigns/Elections/Politics
April 6, 2012; Fox News Special Report with Bret Baier; 72 word equivalents; Campaigns/Elections/Politics
April 12, 2012; Fox News Special Report with Bret Baier; 370 word equivalents; Campaigns/Elections/Politics
April 16, 2012; Fox News Special Report with Bret Baier; 135 word equivalents; Campaigns/Elections/Politics
April 18, 2012; Fox News Special Report with Bret Baier; 340 word equivalents; Campaigns/Elections/Politics
April 20, 2012; Fox News Special Report with Bret Baier; 452 word equivalents; Campaigns/Elections/Politics
April 20, 2012; Fox News Special Report with Bret Baier; 147 word equivalents; Campaigns/Elections/Politics
April 24, 2012; Fox News Special Report with Bret Baier; 450 word equivalents; Campaigns/Elections/Politics
April 30, 2012; Fox News Special Report with Bret Baier; 405 word equivalents; Campaigns/Elections/Politics
April 30, 2012; Fox News Special Report with Bret Baier; 335 word equivalents; Campaigns/Elections/Politics
April 30, 2012; Fox News Special Report with Bret Baier; 332 word equivalents; Campaigns/Elections/Politics
May 2, 2012; Fox News Special Report with Bret Baier; 415 word equivalents; Campaigns/Elections/Politics
May 2, 2012; Fox News Special Report with Bret Baier; 350 word equivalents; Campaigns/Elections/Politics
May 8, 2012; Fox News Special Report with Bret Baier; 362 word equivalents; Campaigns/Elections/Politics
May 10, 2012; Fox News Special Report with Bret Baier; 352 word equivalents; Campaigns/Elections/Politics
May 14, 2012; Fox News Special Report with Bret Baier; 467 word equivalents; Campaigns/Elections/Politics
May 14, 2012; Fox News Special Report with Bret Baier; 227 word equivalents; Campaigns/Elections/Politics
May 16, 2012; Fox News Special Report with Bret Baier; 455 word equivalents; Campaigns/Elections/Politics
May 22, 2012; Fox News Special Report with Bret Baier; 597 word equivalents; Campaigns/Elections/Politics
May 22, 2012; Fox News Special Report with Bret Baier; 307 word equivalents; Campaigns/Elections/Politics
May 22, 2012; Fox News Special Report with Bret Baier; 1080 word equivalents; Campaigns/Elections/Politics
May 24, 2012; Fox News Special Report with Bret Baier; 412 word equivalents; Campaigns/Elections/Politics
May 24, 2012; Fox News Special Report with Bret Baier; 370 word equivalents; Campaigns/Elections/Politics
May 28, 2012; Fox News Special Report with Bret Baier; 532 word equivalents; Additional Domestic Affairs
May 28, 2012; Fox News Special Report with Bret Baier; 392 word equivalents; Campaigns/Elections/Politics
May 30, 2012; Fox News Special Report with Bret Baier; 302 word equivalents; Campaigns/Elections/Politics
Number of Stories: 1462; Number of Newspapers: 37; Number of Words: 778326; Number of Topics: 13 Romney, Mitt
